Order_ID,Date,City,Vehicle_Type,Weather_Condition,Distance_km,Estimated_Time_min,Actual_Time_min,Delivery_Cost,Customer_Rating,Delivery_Delay,Delivery_Efficiency,Delivery_Cost_Efficiency,Distance by bins
ORD10888,10-27-2025,Bengaluru,Petrol Bike,TRAFFIC,1.40,15,23,14,4,8,SLIGHT DELAY,10.00,0-5 km
ORD10889,09-28-2025,Delhi,Bicycle,TRAFFIC,14.80,69,89,198,2,20,LONG DELAY,13.38,10+ km
ORD10890,11-10-2025,Bengaluru,Bicycle,RAINY,12.70,60,78,177,2,18,LONG DELAY,13.94,10+ km
ORD10891,01-06-2026,Bengaluru,Petrol Bike,RAINY,8.30,43,67,133,2,24,LONG DELAY,16.02,5-10 km
ORD10892,15-11-2025,Bengaluru,EV Scooter,RAINY,12.60,60,83,176,2,23,LONG DELAY,13.97,10+ km
ORD10893,13-09-2025,Bengaluru,Petrol Bike,RAINY,14.40,67,90,194,2,23,LONG DELAY,13.47,10+ km
ORD10894,27-10-2025,Bengaluru,EV Scooter,TRAFFIC,6.90,37,35,69,5,-2,ON TIME,10.00,5-10 km
ORD10895,11-22-2025,Bengaluru,Bicycle,RAINY,4.50,28,36,45,4,8,SLIGHT DELAY,10.00,0-5 km
ORD10896,12-28-2025,Mumbai,Petrol Bike,CLEAR,2.90,21,30,29,5,9,SLIGHT DELAY,10.00,0-5 km
ORD10897,12-17-2025,Mumbai,EV Scooter,CLEAR,14.40,67,95,194,2,28,LONG DELAY,13.47,10+ km
ORD10898,05-12-2025,Mumbai,Bicycle,RAINY,1.70,16,23,17,5,7,SLIGHT DELAY,10.00,0-5 km
ORD10899,12-27-2025,Bengaluru,EV Scooter,RAINY,12.60,60,100,176,2,40,LONG DELAY,13.97,10+ km
ORD10900,16-09-2025,Mumbai,Bicycle,CLEAR,10.80,53,72,158,1,19,LONG DELAY,14.63,10+ km
ORD10901,10-10-2025,Bengaluru,Bicycle,CLEAR,12.30,59,80,173,1,21,LONG DELAY,14.07,10+ km
ORD10902,09-27-2025,Delhi,Bicycle,TRAFFIC,6.50,36,34,65,4,-2,ON TIME,10.00,5-10 km
ORD10903,18-01-2026,Mumbai,Bicycle,TRAFFIC,13.00,62,80,180,1,18,LONG DELAY,13.85,10+ km
ORD10904,01-11-2025,Delhi,Bicycle,RAINY,7.70,40,44,77,5,4,SLIGHT DELAY,10.00,5-10 km
ORD10905,12-08-2025,Bengaluru,Petrol Bike,TRAFFIC,12.40,59,78,174,NULL,19,LONG DELAY,14.03,10+ km
ORD10906,02-13-2026,Delhi,Bicycle,TRAFFIC,1.60,16,22,16,5,6,SLIGHT DELAY,10.00,0-5 km
ORD10907,12-01-2025,Delhi,Bicycle,RAINY,5.90,33,40,59,4,7,SLIGHT DELAY,10.00,5-10 km
ORD10908,11-26-2025,Delhi,EV Scooter,RAINY,12.00,58,99,170,2,41,LONG DELAY,14.17,10+ km
ORD10909,16-02-2026,Delhi,Bicycle,RAINY,NULL,21,26,28,NULL,5,SLIGHT DELAY,NULL,Unknown
ORD10910,11-10-2025,Delhi,EV Scooter,TRAFFIC,14.10,66,96,191,1,30,LONG DELAY,13.55,10+ km
ORD10911,12-08-2025,Mumbai,EV Scooter,CLEAR,9.60,48,66,146,2,18,LONG DELAY,15.21,5-10 km
ORD10912,09-08-2025,Bengaluru,EV Scooter,TRAFFIC,6.30,35,36,63,5,1,SLIGHT DELAY,10.00,5-10 km
ORD10913,12-21-2025,Delhi,EV Scooter,CLEAR,9.10,46,64,141,1,18,LONG DELAY,15.49,5-10 km
ORD10914,01-18-2026,Bengaluru,EV Scooter,TRAFFIC,3.70,24,25,37,5,1,SLIGHT DELAY,10.00,0-5 km
ORD10915,10-06-2025,Mumbai,Petrol Bike,TRAFFIC,13.20,62,79,182,1,17,LONG DELAY,13.79,10+ km
ORD10916,02-01-2026,Bengaluru,EV Scooter,RAINY,13.90,65,93,189,1,28,LONG DELAY,13.60,10+ km
ORD10917,26-01-2026,Mumbai,Bicycle,RAINY,6.60,36,32,66,5,-4,ON TIME,10.00,5-10 km
ORD10918,15-02-2026,Bengaluru,Petrol Bike,RAINY,3.80,25,21,38,5,-4,ON TIME,10.00,0-5 km
ORD10919,16-09-2025,Bengaluru,Bicycle,CLEAR,5.80,33,30,58,4,-3,ON TIME,10.00,5-10 km
ORD10920,04-10-2025,Bengaluru,EV Scooter,CLEAR,8.00,42,44,80,5,2,SLIGHT DELAY,10.00,5-10 km
ORD10921,29-10-2025,Bengaluru,EV Scooter,RAINY,8.50,44,76,135,NULL,32,LONG DELAY,15.88,5-10 km
ORD10922,26-02-2026,Delhi,Petrol Bike,RAINY,2.60,20,18,26,5,-2,ON TIME,10.00,0-5 km
ORD10923,15-09-2025,Bengaluru,Bicycle,CLEAR,4.20,26,22,42,4,-4,ON TIME,10.00,0-5 km
ORD10924,10-03-2025,Bengaluru,EV Scooter,RAINY,5.90,33,73,109,1,40,LONG DELAY,18.47,5-10 km
ORD10925,10-02-2025,Bengaluru,Petrol Bike,RAINY,7.90,41,47,79,5,6,SLIGHT DELAY,10.00,5-10 km
ORD10926,20-01-2026,Delhi,EV Scooter,RAINY,5.50,32,69,105,2,37,LONG DELAY,19.09,5-10 km
ORD10927,11-11-2025,Bengaluru,Bicycle,RAINY,5.30,31,32,53,NULL,1,SLIGHT DELAY,10.00,5-10 km
ORD10928,12-22-2025,Mumbai,EV Scooter,CLEAR,8.00,42,38,80,5,-4,ON TIME,10.00,5-10 km
ORD10929,11-11-2025,Mumbai,Petrol Bike,CLEAR,13.10,62,89,181,2,27,LONG DELAY,13.82,10+ km
ORD10930,09-14-2025,Bengaluru,Bicycle,RAINY,14.10,66,91,191,1,25,LONG DELAY,13.55,10+ km
ORD10931,02-07-2026,Mumbai,Bicycle,CLEAR,12.30,59,86,173,2,27,LONG DELAY,14.07,10+ km
ORD10932,12-28-2025,Delhi,Bicycle,RAINY,NULL,23,30,33,4,7,SLIGHT DELAY,NULL,Unknown
ORD10933,02-22-2026,Bengaluru,EV Scooter,RAINY,5.70,32,64,107,2,32,LONG DELAY,18.77,5-10 km
ORD10934,03-02-2026,Bengaluru,Bicycle,RAINY,12.70,60,80,177,1,20,LONG DELAY,13.94,10+ km
ORD10935,01-01-2026,Mumbai,EV Scooter,TRAFFIC,1.80,17,14,18,5,-3,ON TIME,10.00,0-5 km
ORD10936,11-06-2025,Bengaluru,Petrol Bike,TRAFFIC,2.80,21,21,28,4,0,ON TIME,10.00,0-5 km
ORD10937,10-18-2025,Delhi,Petrol Bike,RAINY,NULL,16,18,16,5,2,SLIGHT DELAY,NULL,Unknown
ORD10938,11-30-2025,Bengaluru,Bicycle,RAINY,5.90,33,30,59,4,-3,ON TIME,10.00,5-10 km
ORD10939,12-05-2025,Delhi,Petrol Bike,CLEAR,10.00,50,74,150,2,24,LONG DELAY,15.00,5-10 km
ORD10940,02-14-2026,Bengaluru,Bicycle,CLEAR,3.20,22,18,32,4,-4,ON TIME,10.00,0-5 km
ORD10941,11-20-2025,Delhi,Bicycle,RAINY,14.20,66,93,192,1,27,LONG DELAY,13.52,10+ km
ORD10942,09-21-2025,Bengaluru,Bicycle,TRAFFIC,8.50,44,62,135,1,18,LONG DELAY,15.88,5-10 km
ORD10943,01-12-2026,Bengaluru,EV Scooter,RAINY,13.80,65,95,188,2,30,LONG DELAY,13.62,10+ km
ORD10944,09-30-2025,Mumbai,Bicycle,TRAFFIC,6.10,34,40,61,5,6,SLIGHT DELAY,10.00,5-10 km
ORD10945,12-24-2025,Bengaluru,Bicycle,RAINY,14.00,66,88,190,1,22,LONG DELAY,13.57,10+ km
ORD10946,11-27-2025,Bengaluru,Petrol Bike,TRAFFIC,8.10,42,61,131,1,19,LONG DELAY,16.17,5-10 km
ORD10947,04-09-2025,Mumbai,Petrol Bike,TRAFFIC,11.40,55,74,164,1,19,LONG DELAY,14.39,10+ km
ORD10948,10-04-2025,Mumbai,Petrol Bike,TRAFFIC,6.00,34,41,60,5,7,SLIGHT DELAY,10.00,5-10 km
ORD10949,11-26-2025,Mumbai,EV Scooter,CLEAR,2.00,18,24,20,5,6,SLIGHT DELAY,10.00,0-5 km
ORD10950,01-01-2026,Delhi,EV Scooter,CLEAR,3.10,22,17,31,5,-5,ON TIME,10.00,0-5 km
ORD10951,01-09-2026,Bengaluru,EV Scooter,RAINY,5.20,30,60,102,2,30,LONG DELAY,19.62,5-10 km
ORD10952,10-16-2025,Bengaluru,Bicycle,RAINY,7.00,38,41,70,4,3,SLIGHT DELAY,10.00,5-10 km
ORD10953,13-11-2025,Mumbai,EV Scooter,RAINY,5.00,30,58,100,1,28,LONG DELAY,20.00,0-5 km
ORD10954,10-23-2025,Mumbai,EV Scooter,CLEAR,9.40,47,63,144,NULL,16,LONG DELAY,15.32,5-10 km
ORD10955,09-07-2025,Bengaluru,Bicycle,TRAFFIC,11.20,54,73,162,1,19,LONG DELAY,14.46,10+ km
ORD10956,10-01-2025,Mumbai,Petrol Bike,RAINY,2.20,18,17,22,4,-1,ON TIME,10.00,0-5 km
ORD10957,10-27-2025,Bengaluru,EV Scooter,RAINY,4.90,29,69,99,1,40,LONG DELAY,20.20,0-5 km
ORD10958,09-10-2025,Delhi,Bicycle,RAINY,3.70,24,20,37,4,-4,ON TIME,10.00,0-5 km
ORD10959,10-27-2025,Bengaluru,Petrol Bike,RAINY,7.80,41,41,78,4,0,ON TIME,10.00,5-10 km
ORD10960,01-11-2026,Delhi,EV Scooter,CLEAR,7.10,38,48,71,NULL,10,SLIGHT DELAY,10.00,5-10 km
ORD10961,02-05-2026,Mumbai,EV Scooter,RAINY,7.80,41,82,128,1,41,LONG DELAY,16.41,5-10 km
ORD10962,01-04-2026,Mumbai,Bicycle,RAINY,8.60,44,68,136,2,24,LONG DELAY,15.81,5-10 km
ORD10963,11-03-2025,Bengaluru,EV Scooter,TRAFFIC,14.40,67,85,194,1,18,LONG DELAY,13.47,10+ km
ORD10964,01-04-2026,Delhi,EV Scooter,CLEAR,5.10,30,31,51,4,1,SLIGHT DELAY,10.00,5-10 km
ORD10965,02-20-2026,Mumbai,Petrol Bike,TRAFFIC,NULL,36,32,66,5,-4,ON TIME,NULL,Unknown
ORD10966,12-24-2025,Mumbai,EV Scooter,RAINY,11.90,57,80,169,2,23,LONG DELAY,14.20,10+ km
ORD10967,09-06-2025,Bengaluru,Bicycle,RAINY,13.80,65,82,188,2,17,LONG DELAY,13.62,10+ km
ORD10968,01-16-2026,Delhi,EV Scooter,RAINY,NULL,58,89,172,1,31,LONG DELAY,NULL,Unknown
ORD10969,09-06-2025,Mumbai,EV Scooter,TRAFFIC,12.10,58,74,171,1,16,LONG DELAY,14.13,10+ km
ORD10970,09-09-2025,Bengaluru,Petrol Bike,TRAFFIC,2.80,21,24,28,NULL,3,SLIGHT DELAY,10.00,0-5 km
ORD10971,01-17-2026,Bengaluru,EV Scooter,TRAFFIC,3.70,24,28,37,4,4,SLIGHT DELAY,10.00,0-5 km
ORD10972,26-09-2025,Delhi,Bicycle,TRAFFIC,6.30,35,43,63,5,8,SLIGHT DELAY,10.00,5-10 km
ORD10973,01-15-2026,Mumbai,EV Scooter,TRAFFIC,11.20,54,80,162,2,26,LONG DELAY,14.46,10+ km
ORD10974,12-11-2025,Mumbai,Petrol Bike,TRAFFIC,8.90,45,69,139,NULL,24,LONG DELAY,15.62,5-10 km
ORD10975,01-04-2026,Bengaluru,EV Scooter,TRAFFIC,9.60,48,78,146,NULL,30,LONG DELAY,15.21,5-10 km
ORD10976,12-15-2025,Bengaluru,EV Scooter,CLEAR,5.50,32,40,55,4,8,SLIGHT DELAY,10.00,5-10 km
ORD10977,01-18-2026,Delhi,EV Scooter,RAINY,7.50,40,75,125,1,35,LONG DELAY,16.67,5-10 km
ORD10978,09-20-2025,Delhi,EV Scooter,RAINY,8.30,43,66,133,NULL,23,LONG DELAY,16.02,5-10 km
ORD10979,10-14-2025,Mumbai,Petrol Bike,RAINY,11.50,56,84,165,2,28,LONG DELAY,14.35,10+ km
ORD10980,21-02-2026,Bengaluru,Bicycle,RAINY,8.90,45,65,139,1,20,LONG DELAY,15.62,5-10 km
ORD10981,12-05-2025,Bengaluru,Petrol Bike,TRAFFIC,3.90,25,30,39,4,5,SLIGHT DELAY,10.00,0-5 km
ORD10982,31-12-2025,Mumbai,EV Scooter,RAINY,7.60,40,60,126,1,20,LONG DELAY,16.58,5-10 km
ORD10983,09-16-2025,Mumbai,EV Scooter,CLEAR,5.90,33,35,59,4,2,SLIGHT DELAY,10.00,5-10 km
ORD10984,12-19-2025,Bengaluru,Petrol Bike,TRAFFIC,14.10,66,87,191,1,21,LONG DELAY,13.55,10+ km
ORD10985,27-09-2025,Mumbai,Bicycle,TRAFFIC,NULL,32,35,56,5,3,SLIGHT DELAY,NULL,Unknown
ORD10986,10-30-2025,Bengaluru,Bicycle,RAINY,3.00,22,32,30,4,10,SLIGHT DELAY,10.00,0-5 km
ORD10987,12-18-2025,Bengaluru,Petrol Bike,CLEAR,4.40,27,34,44,5,7,SLIGHT DELAY,10.00,0-5 km
ORD10988,11-21-2025,Mumbai,EV Scooter,RAINY,14.20,66,94,192,2,28,LONG DELAY,13.52,10+ km
ORD10989,23-02-2026,Mumbai,Bicycle,RAINY,3.50,24,30,35,5,6,SLIGHT DELAY,10.00,0-5 km
ORD10990,01-22-2026,Bengaluru,Petrol Bike,RAINY,3.50,24,19,35,NULL,-5,ON TIME,10.00,0-5 km
ORD10991,09-25-2025,Bengaluru,Bicycle,CLEAR,9.50,48,64,145,NULL,16,LONG DELAY,15.26,5-10 km
ORD10992,04-11-2025,Bengaluru,Bicycle,CLEAR,13.10,62,92,181,2,30,LONG DELAY,13.82,10+ km
ORD10993,02-13-2026,Delhi,EV Scooter,CLEAR,6.20,34,33,62,NULL,-1,ON TIME,10.00,5-10 km
ORD10994,01-10-2025,Delhi,Bicycle,CLEAR,5.40,31,34,54,4,3,SLIGHT DELAY,10.00,5-10 km
ORD10995,11-21-2025,Bengaluru,Bicycle,RAINY,8.20,42,69,132,NULL,27,LONG DELAY,16.10,5-10 km
ORD10996,07-01-2026,Bengaluru,EV Scooter,RAINY,7.20,38,66,122,2,28,LONG DELAY,16.94,5-10 km
ORD10997,09-01-2025,Mumbai,Petrol Bike,CLEAR,5.80,33,30,58,4,-3,ON TIME,10.00,5-10 km
ORD10998,23-09-2025,Mumbai,Bicycle,CLEAR,11.70,56,71,117,4,15,SLIGHT DELAY,10.00,10+ km
ORD10999,11-18-2025,Delhi,EV Scooter,RAINY,5.30,31,63,103,1,32,LONG DELAY,19.43,5-10 km
ORD11000,19-10-2025,Bengaluru,EV Scooter,RAINY,4.60,28,62,96,2,34,LONG DELAY,20.87,0-5 km
ORD11001,12-25-2025,Delhi,EV Scooter,CLEAR,14.30,67,94,193,2,27,LONG DELAY,13.50,10+ km
ORD11002,13-11-2025,Delhi,Bicycle,RAINY,2.30,19,20,23,4,1,SLIGHT DELAY,10.00,0-5 km
ORD11003,09-02-2026,Bengaluru,Petrol Bike,RAINY,6.20,34,41,62,5,7,SLIGHT DELAY,10.00,5-10 km
ORD11004,03-09-2025,Mumbai,Petrol Bike,RAINY,10.10,50,68,151,1,18,LONG DELAY,14.95,10+ km
ORD11005,09-06-2025,Mumbai,Petrol Bike,TRAFFIC,11.20,54,84,162,2,30,LONG DELAY,14.46,10+ km
ORD11006,12-12-2025,Bengaluru,Bicycle,CLEAR,6.90,37,40,69,4,3,SLIGHT DELAY,10.00,5-10 km
ORD11007,11-16-2025,Delhi,Bicycle,RAINY,14.30,67,86,193,1,19,LONG DELAY,13.50,10+ km
ORD11008,10-07-2025,Mumbai,Petrol Bike,RAINY,7.40,39,38,74,NULL,-1,ON TIME,10.00,5-10 km
ORD11009,10-23-2025,Delhi,EV Scooter,RAINY,10.60,52,96,156,NULL,44,LONG DELAY,14.72,10+ km
ORD11010,12-10-2025,Mumbai,Bicycle,TRAFFIC,12.60,60,82,176,1,22,LONG DELAY,13.97,10+ km
ORD11011,12-12-2025,Bengaluru,Bicycle,TRAFFIC,9.40,47,64,144,1,17,LONG DELAY,15.32,5-10 km
ORD11012,10-31-2025,Bengaluru,Bicycle,CLEAR,NULL,48,75,145,1,27,LONG DELAY,NULL,Unknown
ORD11013,11-17-2025,Bengaluru,Petrol Bike,RAINY,7.00,38,42,70,NULL,4,SLIGHT DELAY,10.00,5-10 km
ORD11014,17-12-2025,Mumbai,Bicycle,CLEAR,NULL,40,37,75,5,-3,ON TIME,NULL,Unknown
ORD11015,21-11-2025,Mumbai,Petrol Bike,TRAFFIC,1.20,14,21,12,5,7,SLIGHT DELAY,10.00,0-5 km
ORD11016,02-02-2026,Mumbai,Bicycle,RAINY,11.90,57,82,169,1,25,LONG DELAY,14.20,10+ km
ORD11017,01-15-2026,Delhi,Bicycle,CLEAR,3.10,22,27,31,5,5,SLIGHT DELAY,10.00,0-5 km
ORD11018,12-26-2025,Mumbai,Petrol Bike,CLEAR,2.70,20,30,27,5,10,SLIGHT DELAY,10.00,0-5 km
ORD11019,11-15-2025,Bengaluru,Bicycle,RAINY,3.50,24,30,35,5,6,SLIGHT DELAY,10.00,0-5 km
ORD11020,12-01-2025,Mumbai,Bicycle,TRAFFIC,4.50,28,25,45,4,-3,ON TIME,10.00,0-5 km
ORD11021,11-10-2025,Mumbai,Bicycle,RAINY,13.90,65,94,189,1,29,LONG DELAY,13.60,10+ km
ORD11022,02-11-2026,Bengaluru,Petrol Bike,CLEAR,5.70,32,36,57,5,4,SLIGHT DELAY,10.00,5-10 km
ORD11023,09-21-2025,Mumbai,EV Scooter,RAINY,NULL,46,75,140,1,29,LONG DELAY,NULL,Unknown
ORD11024,01-25-2026,Delhi,Petrol Bike,RAINY,11.50,56,76,165,2,20,LONG DELAY,14.35,10+ km
ORD11025,09-11-2025,Bengaluru,EV Scooter,TRAFFIC,10.20,50,73,152,NULL,23,LONG DELAY,14.90,10+ km
ORD11026,03-01-2026,Bengaluru,Bicycle,RAINY,11.20,54,83,162,2,29,LONG DELAY,14.46,10+ km
ORD11027,21-01-2026,Bengaluru,Petrol Bike,RAINY,12.50,60,79,175,1,19,LONG DELAY,14.00,10+ km
ORD11028,09-12-2025,Bengaluru,Bicycle,CLEAR,9.80,49,75,148,2,26,LONG DELAY,15.10,5-10 km
ORD11029,12-25-2025,Bengaluru,EV Scooter,RAINY,9.70,48,86,147,1,38,LONG DELAY,15.15,5-10 km
ORD11030,01-04-2026,Mumbai,Bicycle,RAINY,6.30,35,33,63,4,-2,ON TIME,10.00,5-10 km
ORD11031,10-11-2025,Delhi,Petrol Bike,TRAFFIC,5.90,33,34,59,5,1,SLIGHT DELAY,10.00,5-10 km
ORD11032,02-18-2026,Delhi,Bicycle,RAINY,8.00,42,49,80,5,7,SLIGHT DELAY,10.00,5-10 km
ORD11033,10-11-2025,Bengaluru,Petrol Bike,RAINY,1.00,14,19,10,4,5,SLIGHT DELAY,10.00,0-5 km
ORD11034,12-17-2025,Delhi,EV Scooter,RAINY,2.90,21,60,79,2,39,LONG DELAY,27.24,0-5 km
ORD11035,03-11-2025,Delhi,Petrol Bike,CLEAR,14.30,67,82,143,5,15,SLIGHT DELAY,10.00,10+ km
ORD11036,10-12-2025,Delhi,EV Scooter,RAINY,NULL,40,82,126,NULL,42,LONG DELAY,NULL,Unknown
ORD11037,01-26-2026,Bengaluru,Bicycle,TRAFFIC,14.90,69,89,199,1,20,LONG DELAY,13.36,10+ km
ORD11038,11-10-2025,Delhi,EV Scooter,CLEAR,11.50,56,84,165,NULL,28,LONG DELAY,14.35,10+ km
ORD11039,11-06-2025,Mumbai,EV Scooter,CLEAR,7.10,38,34,71,4,-4,ON TIME,10.00,5-10 km
ORD11040,01-09-2026,Mumbai,Petrol Bike,CLEAR,2.50,20,23,25,4,3,SLIGHT DELAY,10.00,0-5 km
ORD11041,02-16-2026,Bengaluru,Petrol Bike,RAINY,4.70,28,33,47,5,5,SLIGHT DELAY,10.00,0-5 km
ORD11042,27-11-2025,Mumbai,Petrol Bike,TRAFFIC,NULL,53,76,158,1,23,LONG DELAY,NULL,Unknown
ORD11043,12-04-2025,Delhi,Petrol Bike,RAINY,14.20,66,86,192,2,20,LONG DELAY,13.52,10+ km
ORD11044,25-02-2026,Mumbai,Petrol Bike,TRAFFIC,NULL,28,30,46,5,2,SLIGHT DELAY,NULL,Unknown
ORD11045,12-03-2025,Delhi,Bicycle,TRAFFIC,7.70,40,40,77,5,0,ON TIME,10.00,5-10 km
ORD11046,01-03-2026,Delhi,Bicycle,TRAFFIC,3.50,24,999,85,2,975,LONG DELAY,24.29,0-5 km
ORD11047,09-10-2025,Delhi,Bicycle,CLEAR,10.10,50,76,151,1,26,LONG DELAY,14.95,10+ km
ORD11048,01-13-2026,Delhi,EV Scooter,RAINY,10.30,51,83,153,1,32,LONG DELAY,14.85,10+ km
ORD11049,01-16-2026,Delhi,EV Scooter,TRAFFIC,8.90,45,67,139,1,22,LONG DELAY,15.62,5-10 km
ORD11050,02-11-2025,Delhi,Petrol Bike,RAINY,1.60,16,19,16,4,3,SLIGHT DELAY,10.00,0-5 km
ORD11051,10-04-2025,Bengaluru,EV Scooter,RAINY,4.40,27,71,94,1,44,LONG DELAY,21.36,0-5 km
ORD11052,10-21-2025,Mumbai,EV Scooter,TRAFFIC,3.80,25,26,38,4,1,SLIGHT DELAY,10.00,0-5 km
ORD11053,09-29-2025,Mumbai,Bicycle,RAINY,9.20,46,75,142,2,29,LONG DELAY,15.43,5-10 km
ORD11054,10-16-2025,Mumbai,Bicycle,RAINY,14.30,67,91,193,2,24,LONG DELAY,13.50,10+ km
ORD11055,11-19-2025,Bengaluru,EV Scooter,TRAFFIC,1.10,14,24,11,5,10,SLIGHT DELAY,10.00,0-5 km
ORD11056,12-23-2025,Delhi,Bicycle,RAINY,3.70,24,22,37,5,-2,ON TIME,10.00,0-5 km
ORD11057,09-27-2025,Mumbai,EV Scooter,RAINY,5.50,32,58,105,1,26,LONG DELAY,19.09,5-10 km
ORD11058,01-11-2026,Delhi,Bicycle,TRAFFIC,11.90,57,80,169,2,23,LONG DELAY,14.20,10+ km
ORD11059,11-30-2025,Bengaluru,Petrol Bike,RAINY,7.00,38,45,70,NULL,7,SLIGHT DELAY,10.00,5-10 km
ORD11060,02-13-2026,Mumbai,Petrol Bike,CLEAR,NULL,60,81,175,2,21,LONG DELAY,NULL,Unknown
ORD11061,12-19-2025,Bengaluru,Bicycle,RAINY,12.20,58,87,172,1,29,LONG DELAY,14.10,10+ km
ORD11062,01-30-2026,Bengaluru,Bicycle,TRAFFIC,10.60,52,82,156,NULL,30,LONG DELAY,14.72,10+ km
ORD11063,27-11-2025,Bengaluru,Petrol Bike,RAINY,2.60,20,19,26,5,-1,ON TIME,10.00,0-5 km
ORD11064,29-01-2026,Bengaluru,Bicycle,CLEAR,7.10,38,43,71,5,5,SLIGHT DELAY,10.00,5-10 km
ORD11065,24-02-2026,Delhi,EV Scooter,RAINY,14.40,67,98,194,1,31,LONG DELAY,13.47,10+ km
ORD11066,12-27-2025,Bengaluru,Bicycle,RAINY,4.60,28,23,46,5,-5,ON TIME,10.00,0-5 km
ORD11067,09-13-2025,Bengaluru,Bicycle,RAINY,1.20,14,22,12,5,8,SLIGHT DELAY,10.00,0-5 km
ORD11068,01-26-2026,Bengaluru,Bicycle,CLEAR,8.90,45,63,139,1,18,LONG DELAY,15.62,5-10 km
ORD11069,02-14-2026,Delhi,EV Scooter,TRAFFIC,12.40,59,88,174,1,29,LONG DELAY,14.03,10+ km
ORD11070,02-13-2026,Mumbai,Bicycle,TRAFFIC,13.50,64,91,185,NULL,27,LONG DELAY,13.70,10+ km
ORD11071,19-12-2025,Delhi,EV Scooter,RAINY,8.50,44,84,135,2,40,LONG DELAY,15.88,5-10 km
ORD11072,26-01-2026,Delhi,EV Scooter,RAINY,5.30,31,54,103,1,23,LONG DELAY,19.43,5-10 km
ORD11073,09-18-2025,Bengaluru,EV Scooter,RAINY,NULL,25,50,88,1,25,LONG DELAY,NULL,Unknown
ORD11074,22-12-2025,Mumbai,EV Scooter,TRAFFIC,13.10,62,83,181,2,21,LONG DELAY,13.82,10+ km
ORD11075,01-30-2026,Bengaluru,EV Scooter,CLEAR,3.30,23,24,33,5,1,SLIGHT DELAY,10.00,0-5 km
ORD11076,19-10-2025,Bengaluru,Bicycle,RAINY,7.70,40,38,77,5,-2,ON TIME,10.00,5-10 km
ORD11077,09-26-2025,Bengaluru,EV Scooter,TRAFFIC,NULL,66,90,192,2,24,LONG DELAY,NULL,Unknown
ORD11078,11-10-2025,Bengaluru,EV Scooter,RAINY,12.90,61,86,179,1,25,LONG DELAY,13.88,10+ km
ORD11079,10-09-2025,Delhi,EV Scooter,RAINY,6.20,34,67,112,1,33,LONG DELAY,18.06,5-10 km
ORD11080,19-02-2026,Bengaluru,EV Scooter,CLEAR,NULL,42,46,80,5,4,SLIGHT DELAY,NULL,Unknown
ORD11081,09-07-2025,Mumbai,EV Scooter,RAINY,NULL,65,86,188,1,21,LONG DELAY,NULL,Unknown
ORD11082,28-10-2025,Bengaluru,EV Scooter,TRAFFIC,7.50,40,48,75,4,8,SLIGHT DELAY,10.00,5-10 km
ORD11083,09-01-2025,Mumbai,Petrol Bike,RAINY,5.50,32,38,55,4,6,SLIGHT DELAY,10.00,5-10 km
ORD11084,25-01-2026,Bengaluru,Bicycle,RAINY,12.30,59,78,173,1,19,LONG DELAY,14.07,10+ km
ORD11085,05-02-2026,Bengaluru,Petrol Bike,RAINY,11.20,54,78,162,2,24,LONG DELAY,14.46,10+ km
ORD11086,12-18-2025,Bengaluru,Bicycle,CLEAR,11.50,56,83,165,NULL,27,LONG DELAY,14.35,10+ km
ORD11087,31-10-2025,Bengaluru,EV Scooter,TRAFFIC,7.80,41,47,78,5,6,SLIGHT DELAY,10.00,5-10 km
ORD11088,07-02-2026,Mumbai,EV Scooter,RAINY,10.20,50,86,152,1,36,LONG DELAY,14.90,10+ km
ORD11089,01-03-2026,Mumbai,Bicycle,CLEAR,NULL,51,76,154,2,25,LONG DELAY,NULL,Unknown
ORD11090,18-01-2026,Bengaluru,Petrol Bike,CLEAR,2.70,20,24,27,5,4,SLIGHT DELAY,10.00,0-5 km
ORD11091,09-22-2025,Mumbai,EV Scooter,TRAFFIC,12.50,60,81,175,1,21,LONG DELAY,14.00,10+ km
ORD11092,01-13-2026,Bengaluru,Bicycle,CLEAR,12.20,58,84,172,1,26,LONG DELAY,14.10,10+ km
ORD11093,10-13-2025,Delhi,Bicycle,RAINY,12.80,61,80,178,2,19,LONG DELAY,13.91,10+ km
ORD11094,12-12-2025,Mumbai,Petrol Bike,TRAFFIC,7.60,40,39,76,4,-1,ON TIME,10.00,5-10 km
ORD11095,19-11-2025,Delhi,Bicycle,CLEAR,1.80,17,25,18,4,8,SLIGHT DELAY,10.00,0-5 km
ORD11096,11-02-2025,Bengaluru,Bicycle,TRAFFIC,6.50,36,37,65,4,1,SLIGHT DELAY,10.00,5-10 km
ORD11097,12-12-2025,Delhi,Bicycle,RAINY,3.90,25,24,39,4,-1,ON TIME,10.00,0-5 km
ORD11098,13-01-2026,Delhi,Bicycle,TRAFFIC,4.30,27,36,43,5,9,SLIGHT DELAY,10.00,0-5 km
ORD11099,11-27-2025,Bengaluru,Petrol Bike,RAINY,2.60,20,29,26,5,9,SLIGHT DELAY,10.00,0-5 km
ORD11100,27-09-2025,Delhi,Bicycle,RAINY,4.40,27,37,44,NULL,10,SLIGHT DELAY,10.00,0-5 km
ORD11101,11-11-2025,Delhi,Petrol Bike,RAINY,10.00,50,75,150,NULL,25,LONG DELAY,15.00,5-10 km
